,ratings,reviews
2566,4,Very GoodNice product
2567,3,FairNice
2568,5,Must buy!Good
2569,1,UnsatisfactoryWorstq product. Bad camera.heating issues
2570,5,Best in the market!Good Phone in this Price Range. Thank you 😊
2571,2,"Bad qualitywhile we make call, the silent key automatically activating. and our communication will not hear to the other person."
2572,3,Does the jobMobile heating while charging other wise Very Good phone any body solution please comment for heating problem
2573,5,Fabulous!Good phn but camera magpixl is low that is but is good
2574,4,Good quality productNice product
2575,3,Just okaySuperGood
2576,4,Good quality productNice phone..camera not okay
2577,5,Perfect product!Nice
2578,1,WorthlessCharging & gaming time heating issue.
2579,5,"BrilliantLooks so cool, better performance on games , camera clarity is ok ."
2580,4,DelightfulOutstanding to use in respect with its less price. I loved it the set and it's battery backup is  absolutely wonderful
2581,3,Does the jobCamera is not that good as u expect ... Front camera is pathetic in dynamic range Battery is not like 6000 mah ..Looks good Back camera have Samsung GM2  sensor but the image output is not good while ita a 2nd generation sensor ....Stereo speaker is fair enough but the sound mainly comes from bottom speaker ....25 % sound comes from upper speaker and 75 % comes from bottom speaker ..For stereo effect both speaker should produce 50 - 50 % sound but this is not the case here ....Wa...
2582,5,Highly recommendedSuper
2583,4,WonderfulAverage
2584,5,Must buy!Nice product
2585,5,BrilliantSupee
2586,4,Good choiceWorth of money ... Good battery  and camera quality waste...
2587,4,Good choiceOk in this price range
2588,4,DelightfulIt is a good product 😊😊
2589,5,Classy productI so very happy I like it
2590,3,NiceAll over good
2591,5,TerrificNice & battery is so good but need a fast charger
2592,5,Classy productTerrific purchase
2593,3,Nice*𝚗𝚒𝚌𝚎*
2594,5,Just wow!Good looking and beautiful design
2595,5,Highly recommendedBest budget phone but flipkart customer service is the best
2596,5,Fabulous!Value for money phone.
2597,4,Really NiceGood
2598,5,Fabulous!Ok
2599,5,WonderfulBest 👍
2600,5,"TerrificWorth buying at this pice, Awesome phone"
2601,3,GoodNice product
2602,5,TerrificDon't think too much in this price segment this is the best performer and this phone is way better than I expected
2603,4,"Nice productBrought for my cousin and he is happy with the device and its performance. Battery, display, performance is good ( its been 2+ months since purchase) and got it on a discounted price. So overall I'm satisfied."
2604,5,Classy productSuper good 👍. I loved it.
2605,3,NiceNice 👌
2606,5,Perfect product!Totally satisfied
2607,5,"Must buy!Such a very good product... ❤❤❤But camera performence  is  so poor  in night, otherwise very good Thanks to poco😘😘😘I am so.... Happy with this product"
2608,5,Perfect product!Very good phone but the phone is spotted 18 w he should extend thatAnd selfie camera is only 8mp
2609,4,Really NiceVery good purchase
2610,5,Fabulous!Nice
2611,1,Waste of money!It's OK
2612,5,WonderfulGood product
2613,5,Best in the market!Cool
2614,5,WonderfulBest quality
2615,5,Fabulous!Very good
2616,5,Fabulous!Good phone
2617,5,WonderfulGood looking and easy to use...nice product
2618,2,"Could be way betterDon't waste your money.. Worst 👎product.. I'm totally disappointed.. 😒 6gb Ram, but most of the time it's lagging.. Camera quality is very poor...battery🔋waise ok..6000mah but not satisfied😒..."
2619,1,Not recommended at allAfter using 15days on display it is showing lines but return policy is completed at the moment
2620,5,Classy productGood performance and enduring battery
2621,5,Great productNice phone
2622,4,Nice productLow price worth
2623,5,"TerrificCamera quality all good but Saturday is quite upside ..blur effect is also upto the mark .    Picture quality is literally fabulous with  alot of detailing .Processor feels good act as usual .. But some time it feels laggy may be that is because of MIUI , But it lags sometime i hope it will be optimised on next update .Battery performance is fabulous i just get tierd if draining the battery still i cant , easily i get 2 days battery backup .. Phone looks little bulky but thats ok !!!"
2624,3,NiceGood quality thanks flipkart
2625,5,WonderfulGood mobile value of money
2626,5,Super!Good.
2627,5,Classy productBest budget friendly phone
2628,5,Mind-blowing purchaseSuper phone in budget
2629,4,"Really NiceIt's very good mobile in this price rate but the camera quality wants to improve. In The light,camera is poor but in sunlight it is awesome. Night mode is not available in front camera"
2630,5,Must buy!Excellent
2631,1,UnsatisfactoryCamera is average. Front cam is little blur.
2632,1,Hated it!Wost mobile in mobile brand over heating mobile and camara veeeeery poor
2633,4,Nice productGood mobile
2634,5,Classy productPoco m3 nice bat camera is not good
2635,5,Best in the market!Good
2636,5,AwesomeTo good
2637,4,WonderfulGood
2638,3,GoodGood phone but camera not good
2639,4,"Very GoodVery good phone. Nice camera, amazing battery life, amazing display. Just a bit heavy although less heavier than its other counterparts. However still running on Android 10 and no news on update to Android 11 yet."
2640,2,Not goodBad
2641,3,NiceThis mobile gets heat after 1hour of use
2642,5,Fabulous!This is a very good phone in low price.
2643,5,Worth every pennyNice phone if ur dad not given much money
2644,4,Value-for-moneyDecent product in decent price. Feels good when you hold it. On comparing with Poco X3 it is sleek and light weighted.
2645,4,Nice productValue for money. Google camera+ poco m3 = magic. Good camera under 10000I personally loved it.
2646,5,AwesomeIn budget good phone..
2647,5,Just wow!It's a good phone with reasonable price.. loved it
2648,4,Very GoodValu of money
2649,4,DelightfulGood
2650,5,Great productNice product osum look I like a
2651,4,Good choiceOsm
2652,4,DelightfulGood..
2653,5,Great productAwesome mobile
2654,5,Perfect product!The best phone at this price point...you should go for it😄😄
2655,3,Fairokay
2656,4,Very GoodGood
2657,5,Highly recommendedNice
2658,2,Bad qualityperformance not good
2659,5,Best in the market!Good👍
2660,5,ExcellentNice
2661,5,WonderfulSuper
2662,5,Must buy!Good product speed delivery
2663,5,AwesomeWell satisfied ...
2664,4,Pretty goodWorth money 🤑🤑
2665,4,Worth the moneyNice phone like it...
2666,5,Classy productOne word review Value for Money!the design of the poco M3 is very nice to tell
2667,5,Worth every pennyGood
2668,4,Nice productNice ok hai
2669,5,Brilliantcool phone & facility
2670,4,DelightfulAverage mobile
2671,4,Good choiceMobile is good camera is not good..
2672,5,Perfect product!Good product
2673,5,Highly recommendedNICE phone
2674,1,"Utterly DisappointedThis phone hangs frequently  and also it becomes hot when used for some time, Also poor camera performance"
2675,1,Don't waste your moneyWeast of money
2676,5,Simply awesomeOverall good
2677,5,Super!Good one
2678,5,Simply awesomeGood product
2679,5,Highly recommendedGood
2680,5,BrilliantValue for...At this price this one of the best phone with good features...Must buy....
2681,5,Fabulous!Best in price and performance
2682,4,Good choiceCool mobile...very smooth running... different body
2683,5,Classy productExtremely good . and even delivery was good . And good packed only the minus is camera . But it's well budget mobile
2684,4,Really NiceGood product
2685,5,AwesomeI WILL 😊😊 TO HAPPY AND NICE SHOT ON POCO M3  THANKS FOR FLIPKART AND SHOP NOW FOR GO CHECK IN FLIPKART
2686,5,Best in the market!Good
2687,1,Utterly DisappointedI had very bad experience with product as well as with flipkart services. I will never order any kind of product from flipkart. I used it for 2-3 days and I found that this is slower then POCO M2 and it hangs. I never expected such a product from flipkart.
2688,5,Worth every pennyGood service good mobile thanks Flipkart
2689,4,Pretty goodNice 😁
2690,5,Fabulous!Value for money
2691,3,NiceGood product. But the over weight
2692,2,ModerateAverage phone
2693,5,Fabulous!Best phone in the budget. No doubt on the gadget. Value for money.
2694,5,ExcellentGood luck
2695,5,WonderfulAmeer
2696,5,Great productGood 👍👍
2697,4,Good choiceGood product
2698,5,WonderfulPerfect for less use
2699,4,DelightfulOk
2700,5,Highly recommendedOverall ratings good.....
2701,5,Perfect product!nic ph
2702,5,Super!Exlent
2703,5,Great productNice phone good camera. I ordered blue it's nice.
2704,5,Terrific purchaseBest smartphone in 10000/-.Best qualityBest batery used for all day All features the very good .I love this smartphone.Thank flipkart given me best service.
2705,5,WonderfulDisplay quality best .. battery also ...cera decent
2706,5,Highly recommendedExcellent
2707,4,"Very GoodAverage camera,light adjustment problem"
2708,5,WonderfulFast delivery... delivery boy was good.... thanks flipcart
2709,3,GoodCamera not good front and real
2710,5,Mind-blowing purchaseValue for money
2711,4,Very GoodGood
2712,4,Worth the moneyGood phone value for money good battery good display good sound but camera is not too much good
2713,5,WonderfulVerigood
2714,3,"FairNot connected blutooth divice automatically. I'm only unpaired then search pair, like this cycle process always"
2715,4,Very GoodNice worth
2716,1,Terrible productHeating while charging
2717,5,AwesomeI Love This Phone But 48 MP Camera is just Okay Okay 🙂
2718,5,Terrific1year warrantli
2719,4,Good quality productOk.. satisfied
2720,5,Perfect product!Best phone ever
2721,4,Really NiceCool 😎
2722,5,Highly recommended5 star very good phone this price
2723,4,Worth the moneyBest mobile
2724,4,Value-for-moneyNice phone good choice
2725,4,DelightfulOn of average
2726,5,Fabulous!I think this is the best phone under 15000
2727,4,"Nice productVery very good product. Camera is poor, battary backup super, I like this mobile. Think you flipkart ❤❤❤"
2728,5,Worth every pennyNice mobile .
2729,4,"Nice productNice function,easy to operate"
2730,5,Super!Super mobile
2731,4,Very GoodGood
2732,4,DelightfulCamera is not up to the mark Front camera is not too noisy in day also Battery life were awesomeValue for moneyTop mobile on this rate Very much suitable for gamers
2733,5,TerrificGreat product for this budget 🔥
2734,5,Fabulous!Under 15000 best mobile and really things are so much good
2735,5,Worth every pennyGood product for the price
2736,4,"DelightfulValue for money, very good in this range"
2737,5,Great productGo for it. Awesome.
2738,5,Best in the market!Awesome product. Delivery was very fast. Battery back up is very good. Overall in this price point this phone is superb. Will definitely recommend to others also specially yellow color which gives beautiful look.. I loved this and I am writing this review after using this phone for 15 days.
2739,5,Perfect product!Good
2740,5,Just wow!Supab phone
2741,4,Good quality productGood Mobile
2742,5,Must buy!Nice phone 📱
2743,4,Really NiceSuper product... Delivery service first...
2744,5,AwesomeNice mobile
2745,4,Value-for-moneyNice mobile
2746,4,Value-for-money Nice Phone in 10K BudgetPerformance and Battery is Good but Camera is 4/10
2747,5,WonderfulLow budget phone with super quality performance i love it and enjoy pubg in this mobile
2748,4,Good quality productXcellent
2749,4,Value-for-moneyIt so ausome.
2750,4,Good quality productJust well and good
2751,4,Worth the moneyNice mobile
2752,5,"WonderfulPhone quality is really nice. Battery says 6000 MaH , I had hoped it will work till 24-28 hours but it stays like 12-17 hrs sometimes less than that if I charged below 90. Camera, speaker, display screen size and Processor is really nice. Nice Artificial intelligence phone."
2753,5,Terrific purchaseIts too good
2754,4,Worth the moneyNice mobail
2755,1,Very poorCamera worst  other features are okay not soo good
2756,4,Very GoodNot bad
2757,5,Great productMy Brother surprised when I give it to him...
2758,5,Worth every pennyAwesome phone worth money
2759,4,Pretty goodVery nice quality
2760,5,Best in the market!Best in this range
2761,4,WonderfulGood feature and less price
2762,3,GoodJust ok
2763,5,Must buy!Good
2764,5,Simply awesomeGood
2765,5,"Mind-blowing purchaseValue for money, definitely gud one for this price range and great deal✌️"
2766,5,Classy productValue for money
2767,4,Good quality productNice 👍 phone
2768,5,BrilliantGood product.
2769,3,GoodFront camera quality not good.....
2770,5,Worth every pennyGood Products
2771,1,Don't waste your moneyNot bad
2772,1,Absolute rubbish!Average Than M2
2773,4,Value-for-moneyLow budget & good package...
2774,5,Terrific purchaseAwesome design and it's functions.
2775,4,Pretty goodI am happy
2776,5,WonderfulBest budget phone with 6gb ram
2777,4,Value-for-moneyVery bad smart phone
2778,5,Super!All the best 👍💯for flipcart team you are the best
2779,5,Super!Awesome product
2780,1,HorribleCamera quality not good
2781,3,GoodSomething is low
2782,5,Super!Camera too low qualityBut other features too good Awesome mobile
2783,3,GoodEvery thing is ok except camera quality.
2784,3,Decent productOk
2785,4,Value-for-moneyAll the features are quite good at this price range.... but selfie camera is not good as expected
2786,5,Great productToo good in this price
2787,4,Worth the moneyCan purchase
2788,5,Simply awesomeGood
2789,4,Pretty goodCamera is not good others okay
2790,5,BrilliantThis price this mobile is also very good
2791,4,Nice productEverything is good but front camera is not that good.
2792,1,Utterly Disappointedheating more.... Very Slow..... Worst Chinese Producthave tried Many times to Return it they deniednot even replacing itneed to remind New Government Guidelines for ECOMMARCE SOON IT BE NOTIFIED
2793,5,"Perfect product!Super fast delivery ,polite and good delivery person ,Thank you Flipkart"
2794,5,Super!Budget mobile with amazing features.
2795,5,BrilliantExcellent Mobile at this price.
2796,4,Worth the moneynice phone ..big battery ....cool look
2797,1,Hated it!Bad products
2798,4,Very GoodAverage Quality as Price
2799,5,WonderfulQuite Passionate
2800,5,Just wow!Nice phone .... By brother very happy
2801,5,TerrificGood
2802,1,"Did not meet expectationsSo many issues.... Yes I am facing so many issues in the first month itself. 1. Wifi connectivity issues, it disconnects occasionally2. Mic not working some times3. Camera video quality is not good, not able to balance the light. 4. Charging not working occasionally5. Battery backup is any way poor, draining 6000mah battery by the evening. These many issues never seen any mobile. Don't go for this mobile. Pathetic!"
2803,5,TerrificBest for 10500
2804,4,"Really NiceOverall it's a great phone for that price range,but if u are aa serious gamer it's not for u."
2805,5,Highly recommendedVery Awesome Mobile Value for Money Under 10kAwesome Camera
2806,2,Slightly disappointedWaste of 6gb RAM
2807,3,GoodCamera is not like by me
2808,5,WonderfulSuperb
2809,4,DelightfulProduct is good but flipkart didn't delivered the product within the guaranteed time
2810,2,ModerateLots of customisation
2811,5,"Classy productMost affordable 6gb ram phone, value for money"
2812,5,BrilliantSuper
2813,5,Highly recommendedDelivery time is very good..
2814,5,"Classy productGood budget phone with Snapdragon processor. Front camera not good. Rear camera does task in good light conditions. Battery excellent. Battleground India can play for 40 , 45 minutes."
2815,1,Did not meet expectationsVery bad camera very bad performance
2816,4,DelightfulVery good performance but it is heating up during charging🔋⚡ It quite more heating 🙁🙁
2817,1,UnsatisfactoryBajaj card and insurance company extra charges debit my bank accountAnd no listen my complain
2818,5,Terrific purchaseVery good product... Thanks to flipkart for superfast delivey.. in one day
2819,5,Simply awesomeValue for money
2820,2,ModerateCamera quality is totally bad....
2821,5,Classy productI'm happy
2822,5,Best in the market!Nice product .
2823,5,Highly recommendedVary good quality phone so nice
2824,5,"Simply awesomeNice product,👌👌"
2825,4,Worth the moneyGood
2826,3,Decent productSuper good mobile but camera is not quality
2827,5,WonderfulNice mobile for daily use
2828,1,Not recommended at allHeat issue
2829,5,Mind-blowing purchaseSuper and good super fast
2830,4,Pretty goodNice one but redmi = ad
2831,5,Simply awesomeJK
2832,4,Value-for-moneyLove ❤it
2833,5,Terrific purchaseOk
2834,5,Great productFront cemara is not good and back cemara is bestNice batterGood display
2835,5,TerrificVery good product. Value for money. Speakers are extremely loud. 3.5 mm jack at the top makes it easy to use.
2836,4,Good quality productGood product but camera quality is poor
2837,4,Good quality productImprove camera quality...overall this mobile phone is good
2838,5,Worth every pennyNice Phone I Like You
2839,5,Simply awesomeWonderful.... Good ... Marvelous... Gorgeous...
2840,3,Decent productCamera is too bad display is avarage battary Is good Performance Is ok till nw sound is not good west of money for this mobile please think while choosing this phone
2841,3,NiceGood phone at this price range
2842,4,Very GoodBest value for money
2843,1,Absolute rubbish!After 3months the mobile motherboard fully not working.i didn't claim warranty.and I contacted service center they are not response
2844,4,Wonderfuls good
2845,5,Perfect product!Poco always good phone
2846,3,GoodJustt okk
2847,4,WonderfulVari good prodet
2848,5,AwesomeGood
2849,1,HorribleI have purchased by seeing good review but ph camera is not working properly.picture quality is not up to the mark.touch and heating issue while using .Requested for refund but every time request get rejected.Request do not purchase this ph
2850,5,Great productPoco M3 nice. But camera not interesting
2851,4,Pretty goodBattery  4Camera 3Performance 5Memory 5
2852,4,Value-for-moneyStylish
2853,5,WonderfulNice mobile in this prize
2854,3,Does the jobI am using one week phone is very slow nd not for game Phone is hit playing BGMI & PUBG i thik not working sensor
2855,5,Great productGood product
2856,5,Perfect product!Nice
2857,5,Classy productvalue for money
2858,4,Pretty goodGood mobile
2859,5,ExcellentNice looking & nice Phone
2860,4,WonderfulGood
2861,5,Perfect product!Good
2862,5,Best in the market!Worth for money
2863,4,Very GoodGood
2864,5,Must buy!Good producet on flipkartGood mobile pocp m3 and money value is good
2865,4,Very Good & Budget Friendly....Very Good Product with low Budget .
2866,4,Value-for-moneyBest for me.🤙Very important to me because I have found great P👁️C👁️ M🍁at a low price.. at the right time.
2867,1,"Hated it!I purchased few months before and Mobile not working proper, got hanged."
2868,5,Perfect product!Good product
2869,3,NiceNot performing as expected..
2870,4,DelightfulPretty awesome
2871,4,Good quality productThis mobile normal usage is superb
2872,5,Classy productNice 🙂🙂❤️❤️❤️❤️
2873,5,ExcellentVery good mobile
2874,4,Wonderful6000mh battery 🥰Big display 1080p128 storage
2875,4,Really NiceFront camera is not up to the mark. Feels like 2mp. Rest everything is ok!
2876,3,Does the jobOverall performance good...but camera is not as good as expected
2877,5,Simply awesomeSome how ok in this range of amount
2878,5,Worth every pennyIt's a mind blowing phone ❤️
2879,2,Bad qualityBattery not working according to sizeRear camera not good Our all best smartphone
2880,5,Just wow!Super duper
2881,5,Simply awesomeIt's a best and osm mobile in low price 💸✨💥 good performance.
2882,5,Best in the market!Awesome product
2883,5,Great productGood performance
2884,5,Terrificpocom3 its simply nice mbl in u r budget
2885,4,WonderfulPhn is nice! But  battery heating problm.
2886,5,Perfect product!Nice mobile
2887,5,Terrific purchaseNice
2888,5,BrilliantNice
2889,5,Classy productBest phone in low price.
2890,5,Simply awesomeNice phone
2891,5,WonderfulOne of the best mobile in the category. Value for money. Back panel design is attractive. Side finger print is nice.
2892,3,FairSelfie camera is better in nokia 1010. Camera is very bad.. worst in camera clarity in all mobile brands..Battery not feeling 6000 . Draining without any apps.. then Phone only good if price is 10000. Not good for 12000.. I didnt get any back cover.
2893,5,Fabulous!My family's all member s use this mobile  really nice and thank you
2894,4,DelightfulIt's gets a bit hot while charging
2895,5,Great productSuper phone. Wonderful camera. Battery and performance of the phone I LOVED IT
2896,5,Great productVery goood products
2897,4,Really NiceThe phone is great in itself.Unique design and everything.No one can offer 6 gb Ram which is remarkable.But dont expect much CPU performance in games like BGMI
2898,5,Simply awesomeWe bought it for our dad didn't disappoint at all indeed it over performed more than expected
2899,5,Super!Too fast delivery and delivery boy is awesome by its behaviour
2900,4,Pretty goodGood quality
2901,3,NiceNot excellent
2902,4,Pretty goodMobile performance is good
2903,5,Highly recommendedGood
2904,5,Great productLove it 💕
2905,5,Great productSuperb....
2906,5,Terrific purchaseVery nice
2907,5,Simply awesomeGood good 😊
2908,5,AwesomeBest budge phone
2909,4,"Good choiceGenuine, delivered on time, thanks Flipkart 🙏"
2910,4,Good quality productSuper
2911,5,AwesomeVery good👍👍
2912,4,"Pretty goodExcept camera, remaining all good."
2913,5,Great productAwesome
2914,1,"Worst experience ever!issue:1) when I try to make calls, the selection of sim dialogue box opening time is too late. 2) when I make call recorder manually it shows clearly to opposite party & every one raised the issue, 3) Saved contact, auto call recorder selective method wasn't multi select (it's difficult to select one by one) 4) sometimes call recorder was not saved properly at phone app. 5) Call recorder wasn't saved automatically at mi-recorder (we need to save copy to file manager manually) 6) Contact list ..."
2915,5,Simply awesomeCamera quality is best for this price I love this product it's yellow colour is attract now is my fvrt
2916,5,WonderfulFirstly design it's absolutely amazing and the good thing is they went for the plastic leather back instead of glass which is very handy and anti slippery. Performace is good at its price range. If u are looking for hardcore gaming I would like to suggest to buy mid range smartphones with higher processor. These kind of smartphones are best suited for elderly people.If u have one gift them they'll love it.
2917,3,NiceNot bad in look
2918,5,TerrificFantastic phone.
2919,5,Just wow!I dont know why people are not happy with its camera. But its camera is awesome just you need to learn about its setting and function for perfect click. Sample
2920,4,Pretty goodAverage range mobile phone this is ok But dont expect screen battery n camera to be awesomeJust average...
2921,1,Waste of money!Worst camera
2922,5,Terrific purchaseGood
2923,3,FairOnly camera is not good
2924,1,Useless productI purchased for a secondary phone. I purchased with lot of expectations. But 80% disappointed with real experience.
2925,5,Perfect product!It is a perfect mobile
2926,4,Very GoodNice set... I will buy 9999/- only
2927,5,Just wow!Perfect
2928,1,Utterly DisappointedCall record and select all option missing
2929,3,FairThis phone apps slow and call voice Coneeting very  low
2930,3,NiceGood...but the delivery boy attitude is very very bad.
2931,5,Great product🤩🤩🤩🤩🤩 super
2932,4,Nice productPhone is good And work smoothlyValuable moneyThanks to Filpcard
2933,4,Value-for-moneyGood
2934,4,Very Goodnice
2935,1,"HorribleI don't like camera, camera quality is too bad."
2936,5,Terrific purchaseGood
2937,5,Highly recommendedNice
2938,4,Good quality productValue for money.....
2939,5,AwesomeJust value for money
2940,5,Super!Good
2941,5,Worth every pennyvery good
2942,5,Super!Good
2943,4,Very GoodProduct is good at this price range but camera is not up to the mark
2944,1,Very poorProduct not worth for money
2945,5,Fabulous!I recently purchased this POCO M3 64GB Variant from flipkart. This is the best value for money smartphone under 15000 rupees. The build quality is excellent and even the battery life is very very good.ProsGreat 48MP CameraExcellent Battery LifePremium Build QualityThanks to flipkart for super quick delivery. Very satisfied with this product.
2946,5,Super!Good mobile
2947,5,Best in the market!Excellent product and price
2948,5,Simply awesomeAmazing
2949,5,BrilliantFantastic smart phone and I got it without any damage. Packing was also safe...! Thanks Flipkart
2950,4,Really NiceGood product
2951,5,ExcellentGood mobile at this price range
2952,1,"HorribleManufacturing defect problem in voice clearence, waste my money, return date expired 2 days back. No purchase further"
2953,5,TerrificNice
2954,5,Worth every pennyUnder 12k Is the one of the Best options for (poco m3)Its a good quality and finishing...Attack color for yellowBut Ram SD662And fast charge 18w only...But it money is ok thi options
2955,4,Good quality productOk
2956,5,Great productNice thanks flipkart
2957,4,WonderfulGOOD
2958,3,NicePerformance vise its low but other departments worth for price
2959,4,DelightfulBattery is long lastingFront camera is not good Back camera is pretty good at this range.I liked the performance as it is very smooth.One big issue I'm facing that is I've clicked 4-5 photos and no videos but in the storage it's showing 72mb of photos.This is a big issue of storage.Overall look is nice.Pakaging was damaged little bit from a corner no bubble wrap done in the package which can be a huge problem while transportation
2960,5,Great productAll featured are ok but battery not upto the marks sound quality is average
2961,3,"Decent productBattery and UI is good, camera average."
2962,4,WonderfulSuper mobile
2963,1,Not recommended at allThis phone heated in 30 sec of useTotal waste of money
2964,5,WonderfulVery good products
2965,5,"Perfect product!What a battery backup ,I can't explain..."
2966,5,Great productDelivered earlier than date but delivery boy was good He do his job un a neat way
2967,3,Nicecamera is not good
2968,2,Expected a better productOver hot 🔥🔥🔥🥵
2969,5,Perfect product!Value of money 😊
2970,5,Mind-blowing purchaseNice mobile
2971,5,TerrificGood
2972,1,Terrible productOver Heating problem. I complained again and again but flipkart do not take proper action. Do not buy this product from flipkart.
2973,5,BrilliantLow cost high power
2974,5,"Great productIts a good phone. But in internal storage, when we brought the phone its written 128GB, but now its showing only 114GB. Only that is the problem"
2975,4,Very GoodExcellent option. Master piece from POCO!
2976,3,Decent productCall recording feature with prompt of recording is on and off should not be there. Also all icons on call should be visible on one screen only. Rest all seems ok.
2977,4,Very GoodThe phone seems and works good except for the camera. Little disappointed with the images quality clicked by POCO M3
2978,5,ExcellentNice very good poco phone
2979,5,Terrific purchaseAwesome
2980,3,"Just okayDear friends , Thanks for the on time delivery within 24 hours for Flipkart .After using 2 month mobile wifi signal going to droping and some time discussing the wifi Do not buy for this type of mobile . And mobile performance is good Camera is just average it is not good clear in night only day light it's good ,Battery life is good Display it's okay There is no heating mobile Call quality is good and some time calls are disconnecting ."
2981,5,BrilliantThis product is excellent. Camera is also good
2982,4,Nice productVery good phone at dis range. Camera should have been better
2983,5,BrilliantNot bad
2984,5,ExcellentIt is good phone for all and value for money. Buy it and enjoy it🥰
2985,5,"ExcellentVery good mobile, I am using last 2 month."
2986,5,"TerrificNice battery, value for money,"
2987,5,Simply awesomeBest phone
2988,5,Worth every pennyExcellent Phone. I am very happy.
2989,5,"Classy productIs good phone under 15,000 it has problem in its front cam"
2990,5,ExcellentGreat purchase... Loved it. One day delivery
2991,3,"Just okayDear friends , Thanks for the on time delivery within 24 hours for Flipkart .After using 2 month mobile wifi signal going to droping and some time discussing the wifi Do not buy for this type of mobile . And mobile performance is good Camera is just average it is not good clear in night only day light it's good ,Battery life is good Display it's okay There is no heating mobile Call quality is good and some time calls are disconnecting ."
2992,5,BrilliantThis product is excellent. Camera is also good
2993,4,Nice productVery good phone at dis range. Camera should have been better
2994,5,BrilliantNot bad
2995,5,ExcellentIt is good phone for all and value for money. Buy it and enjoy it🥰
2996,5,"ExcellentVery good mobile, I am using last 2 month."
2997,5,"TerrificNice battery, value for money,"
2998,5,Simply awesomeBest phone
2999,5,Worth every pennyExcellent Phone. I am very happy.
3000,4,"Value-for-moneyFront camera is trash, everything else is fine"
3001,4,Pretty goodNice
3002,4,Pretty goodOverall ok
3003,5,ExcellentBest buy for this price
3004,5,Mind-blowing purchaseGood mobile in budget ❤✌
3005,4,Really NiceVery good products..
3006,5,TerrificPhone is excellent but Camera is bad
3007,4,Very GoodValue for money
3008,5,ExcellentExcellent product…good camera.. Outstanding battery backup…Over all worth buying..value for money..
3009,5,Just wow!Nice product and awesome
3010,5,Must buy!Best product
3011,3,Just okayPhone is good but camera is wrost
3012,3,"NOT FabourableMobile Performance not up to the mark... POCO M3 has 6 GB of Ram which is equivalent to 4 gb ram of any MOTO mobile phone.... Back camera is ok, but front camera is worst... Battery is 6000 mah but giving backup like 4000 mah... And this mobile is not for gamers... Mobile Sound is Good..."
3013,4,DelightfulNice battery and multimedia experience
3014,4,Good choiceSuperb
3015,4,Good quality productSuperb
3016,5,Classy productgood phone
3017,5,Highly recommendedSuper
3018,4,Really NiceVery good
3019,4,WonderfulNice products
3020,4,Good choiceGood
3021,5,Worth every pennyVery nice mobile 👍
3022,4,Pretty goodValue for money is rock .personally I am very glad for the battery service of this phone .
3023,3,FairGood.
3024,4,DelightfulVery nice product
3025,4,Good quality productSuper
3026,2,Could be way betterOverall phone is good at this price but camera is really bad
3027,5,Simply awesomeSuper
3028,5,Classy productvery nice phone
3029,5,"BrilliantIt's good in this budget .After three days I see its performance is somewhat laggy but it egnorable.Camera rear is good, but front is I can say below than average.Battery charging is quite quick and it lasts for as it is claimed by company.And it's all about"
3030,4,Good choiceGood product
3031,4,Very GoodIt's good product... sometime battery is getting overheating...
3032,5,"Great productMy son use it for playing Free Fire game, he says it's amazing speed and high sensitive touch screen"
3033,5,Terrific purchaseGood quality
3034,4,Nice productThis phone was good Battery as compard to narzo 20 poco m3 is not goodAnd camera also not good as compared to narzo 20And every thing will good
3035,4,Really NiceGood
3036,2,Bad qualityCall Recoding is very baddd
3037,5,Fabulous!Excellent and faster
3038,4,Very GoodGood
3039,5,Classy productI m so happy❤️❤️🥰🥰🥰Thanku FlipkartThank u so much ❤️❤️
3040,5,Super!Value for money.
3041,4,Nice productNice
3042,5,Just wow!Budget
3043,5,Must buy!Nice
3044,5,AwesomeExcellent.... Those who are thinking to buy this phone Or not... I m also like you... Before buying this mobile.... But after buying this mobile... Believe me.... It's worth... U can buy it without any hesitation...
3045,4,Good quality productAwesome product
3046,3,Does the jobGood product in this price
3047,4,WonderfulGod working but camera is dull Value of money
3048,5,TerrificGood product but .
3049,5,TerrificExcellent product..valued for money
3050,3,Just okayIt's been 3 month of using this mobile and at this price rates it's awesome buy.. 6 gb ramEven camera is great as compared to price.. I must say camera is far better than Motorola budget phone. First two three months battery stays long in single charge& now I work from home and mostly work going on phone so I at least use 12-14 hours of mobile therefore battery drain faster so that I have to charge phone twicePerformance is faster.. Go for it if your budget ranging in 9k -11 k
3051,3,NiceWorth
3052,1,Very poorDisplay quality very bad
3053,5,Perfect product!Nice one of this mobile
3054,5,Fabulous!Cool
3055,4,Very GoodNice
3056,4,Really NiceVery good smartphone
3057,5,Must buy!Excellent product
3058,5,ExcellentGood
3059,5,Just wow!It's Amazing......
3060,5,Worth every pennyBattery and ram are good
3061,4,Worth the moneyPerformance level ok battery backup super but over heat emission battery charging & using.
3062,5,TerrificIt was so good....
3063,1,Don't waste your moneyIt is not working and flipkart is not ready to take back the phone i have registered my complaint. They send a technician he made a hard reset on phone. It is on he give it to me abd gone. My phone is again switched off after sometime. Really bad experience
3064,2,"Expected a better productAfter buy 10 days: screen hang, camera not clearly image showing in front camera and heat problem on charging."
3065,5,BrilliantVery good mobile phone
3066,4,WonderfulAmazing phone I love it
3067,5,WonderfulAwesome Features 🥰🥰🥰
